holiday;temp;rain_1h;snow_1h;clouds_all;weather_main;weather_description;date_time;traffic_volume
None;28423;0;0;90;Mist;mist;09/05/2014 05:00;2634
None;28349;0;0;76;Mist;mist;09/05/2014 06:00;5544
None;28206;0;0;90;Mist;mist;09/05/2014 07:00;6540
None;28184;0;0;76;Mist;mist;09/05/2014 08:00;5922
None;28209;25;0;90;Rain;light rain;09/05/2014 09:00;5086
None;28208;0;0;90;Clouds;overcast clouds;09/05/2014 10:00;4824
None;28242;25;0;90;Rain;light rain;09/05/2014 11:00;5285
None;28268;0;0;90;Clouds;overcast clouds;09/05/2014 12:00;5315
None;2832;0;0;90;Clouds;overcast clouds;09/05/2014 13:00;5722
None;2834;25;0;90;Rain;light rain;09/05/2014 14:00;5825
None;2841;0;0;90;Clouds;overcast clouds;09/05/2014 15:00;6062
None;28514;0;0;75;Clouds;broken clouds;09/05/2014 16:00;6393
None;28632;0;0;75;Clouds;broken clouds;09/05/2014 17:00;6106
None;28669;0;0;75;Clouds;broken clouds;09/05/2014 18:00;5031
None;28653;0;0;40;Clouds;scattered clouds;09/05/2014 19:00;3883
None;28577;0;0;40;Clouds;scattered clouds;09/05/2014 20:00;3262
None;28439;0;0;40;Clouds;scattered clouds;09/05/2014 21:00;2956
None;28283;0;0;1;Clear;sky is clear;09/05/2014 22:00;2512
None;2812;0;0;1;Clear;sky is clear;09/05/2014 23:00;4030
None;28037;0;0;1;Clear;sky is clear;10/05/2014 00:00;2081
None;27965;0;0;1;Clear;sky is clear;10/05/2014 01:00;957
None;27909;0;0;1;Clear;sky is clear;10/05/2014 02:00;682
None;27888;0;0;1;Clear;sky is clear;10/05/2014 03:00;439
None;2783;0;0;0;Clear;Sky is Clear;10/05/2014 04:00;385
None;27843;0;0;1;Clear;sky is clear;10/05/2014 04:00;385
None;2780;0;0;1;Clear;sky is clear;10/05/2014 05:00;755
None;27774;0;0;12;Mist;mist;10/05/2014 06:00;1395
None;27838;0;0;12;Mist;mist;10/05/2014 07:00;2157
None;28225;0;0;12;Clouds;few clouds;10/05/2014 08:00;3113
None;28423;0;0;64;Clouds;broken clouds;10/05/2014 09:00;4199
None;28642;0;0;64;Clouds;broken clouds;10/05/2014 10:00;4421
None;286937;0;0;64;Clouds;broken clouds;10/05/2014 11:00;4638
None;290282;0;0;76;Clouds;broken clouds;10/05/2014 12:00;5039
None;29212;0;0;76;Clouds;broken clouds;10/05/2014 13:00;4917
None;29324;0;0;1;Clear;sky is clear;10/05/2014 14:00;4815
None;29358;0;0;90;Clouds;overcast clouds;10/05/2014 15:00;4680
None;29378;0;0;40;Clouds;scattered clouds;10/05/2014 16:00;4644
None;29274;34;0;90;Rain;moderate rain;10/05/2014 17:00;4534
None;29109;25;0;76;Rain;light rain;10/05/2014 18:00;4003
None;29055;25;0;40;Rain;light rain;10/05/2014 19:00;3456
None;29055;25;0;40;Thunderstorm;thunderstorm;10/05/2014 19:00;3456
None;28944;51;0;90;Rain;light rain;10/05/2014 20:00;2890
None;28944;51;0;90;Thunderstorm;proximity thunderstorm;10/05/2014 20:00;2890
None;28769;98;0;90;Rain;moderate rain;10/05/2014 21:00;3024
None;28769;98;0;90;Drizzle;drizzle;10/05/2014 21:00;3024
None;28669;5;0;90;Rain;light rain;10/05/2014 22:00;2568
None;28669;5;0;90;Drizzle;drizzle;10/05/2014 22:00;2568
None;28627;41;0;36;Rain;moderate rain;10/05/2014 23:00;1762
None;28573;31;0;1;Rain;light rain;11/05/2014 00:00;1150
None;28521;42;0;1;Rain;light rain;11/05/2014 01:00;773
None;28521;42;0;1;Mist;mist;11/05/2014 01:00;773
None;28468;25;0;1;Rain;light rain;11/05/2014 02:00;550
None;28382;0;0;90;Fog;fog;11/05/2014 03:00;326
None;28382;0;0;90;Mist;mist;11/05/2014 03:00;326
None;28265;25;0;75;Rain;light rain;11/05/2014 04:00;265
None;28265;25;0;75;Mist;mist;11/05/2014 04:00;265
None;28265;25;0;75;Fog;fog;11/05/2014 04:00;265
None;28209;0;0;90;Fog;fog;11/05/2014 05:00;494
None;28209;0;0;90;Mist;mist;11/05/2014 05:00;494
None;28201;0;0;75;Fog;fog;11/05/2014 06:00;790
None;28201;0;0;75;Mist;mist;11/05/2014 06:00;790
None;28315;0;0;1;Mist;mist;11/05/2014 07:00;1206
None;28539;0;0;1;Mist;mist;11/05/2014 08:00;1927
None;28699;0;0;1;Haze;haze;11/05/2014 09:00;2904
None;2889;0;0;1;Clear;sky is clear;11/05/2014 10:00;3705
None;29016;25;0;1;Rain;light rain;11/05/2014 11:00;4127
None;2917;0;0;92;Clouds;overcast clouds;11/05/2014 12:00;4492
None;29207;0;0;75;Clouds;broken clouds;11/05/2014 13:00;4538
None;29198;0;0;90;Clouds;overcast clouds;11/05/2014 14:00;4438
None;2926;0;0;90;Clouds;overcast clouds;11/05/2014 15:00;4529
None;29284;0;0;92;Rain;light rain;11/05/2014 16:00;4438
None;29341;0;0;90;Clouds;overcast clouds;11/05/2014 17:00;4224
None;29339;0;0;90;Clouds;overcast clouds;11/05/2014 18:00;3989
None;29323;0;0;92;Rain;moderate rain;11/05/2014 19:00;3459
None;2879;0;0;92;Rain;moderate rain;11/05/2014 20:00;3115
None;29179;51;0;40;Rain;light rain;11/05/2014 21:00;2616
None;29179;51;0;40;Thunderstorm;thunderstorm;11/05/2014 21:00;2616
None;29064;77;0;90;Rain;light rain;11/05/2014 22:00;1746
None;29064;77;0;90;Thunderstorm;proximity thunderstorm;11/05/2014 22:00;1746
None;28904;298;0;90;Rain;heavy intensity rain;11/05/2014 23:00;1039
None;28904;298;0;90;Mist;mist;11/05/2014 23:00;1039
None;28852;341;0;92;Rain;heavy intensity rain;12/05/2014 00:00;530
None;28852;341;0;92;Mist;mist;12/05/2014 00:00;530
None;28856;476;0;90;Rain;heavy intensity rain;12/05/2014 01:00;267
None;28856;476;0;90;Thunderstorm;thunderstorm with rain;12/05/2014 01:00;267
None;28856;476;0;90;Mist;mist;12/05/2014 01:00;267
None;2888;489;0;90;Rain;heavy intensity rain;12/05/2014 02:00;260
None;2888;489;0;90;Mist;mist;12/05/2014 02:00;260
None;28811;93;0;90;Rain;moderate rain;12/05/2014 03:00;315
None;28743;51;0;90;Rain;light rain;12/05/2014 04:00;780
None;28743;51;0;90;Drizzle;light intensity drizzle;12/05/2014 04:00;780
None;28748;25;0;90;Rain;light rain;12/05/2014 05:00;2740
None;28742;0;0;90;Mist;mist;12/05/2014 06:00;5800
None;2865;51;0;90;Rain;light rain;12/05/2014 07:00;6676
None;2865;51;0;90;Mist;mist;12/05/2014 07:00;6676
None;28681;76;0;56;Rain;light rain;12/05/2014 08:00;5747
None;28681;76;0;56;Mist;mist;12/05/2014 08:00;5747
None;28723;0;0;80;Mist;mist;12/05/2014 09:00;4870
None;28748;178;0;80;Rain;moderate rain;12/05/2014 10:00;4385
None;28748;178;0;80;Mist;mist;12/05/2014 10:00;4385
None;2876;3;0;90;Rain;light rain;12/05/2014 11:00;4556
None;2876;3;0;90;Mist;mist;12/05/2014 11:00;4556
None;2876;3;0;90;Drizzle;light intensity drizzle;12/05/2014 11:00;4556
None;28705;0;0;90;Rain;light rain;12/05/2014 12:00;4895
None;28705;0;0;90;Mist;mist;12/05/2014 12:00;4895
None;28705;0;0;90;Drizzle;light intensity drizzle;12/05/2014 12:00;4895
None;28593;25;0;32;Rain;light rain;12/05/2014 13:00;4902
None;28593;25;0;32;Mist;mist;12/05/2014 13:00;4902
None;2869;0;0;32;Mist;mist;12/05/2014 14:00;5156
None;289388;0;0;44;Clouds;scattered clouds;12/05/2014 15:00;5760
None;28634;0;0;44;Mist;mist;12/05/2014 16:00;6290
None;28539;56;0;90;Rain;light rain;12/05/2014 17:00;5899
None;28539;56;0;90;Mist;mist;12/05/2014 17:00;5899
None;28468;43;0;90;Rain;moderate rain;12/05/2014 18:00;4298
None;28468;43;0;90;Mist;mist;12/05/2014 18:00;4298
None;28468;43;0;90;Drizzle;drizzle;12/05/2014 18:00;4298
None;28425;34;0;68;Rain;moderate rain;12/05/2014 19:00;3093
None;28425;34;0;68;Drizzle;drizzle;12/05/2014 19:00;3093
None;28425;34;0;68;Mist;mist;12/05/2014 19:00;3093
None;286583;0;0;68;Clouds;broken clouds;12/05/2014 20:00;2690
None;28288;91;0;90;Rain;light rain;12/05/2014 21:00;2331
None;28262;128;0;90;Rain;moderate rain;12/05/2014 22:00;1466
None;28257;25;0;90;Rain;light rain;12/05/2014 23:00;922
None;28261;25;0;90;Rain;light rain;13/05/2014 00:00;542
None;28261;25;0;90;Mist;mist;13/05/2014 00:00;542
None;28252;0;0;92;Clouds;overcast clouds;13/05/2014 01:00;354
None;2823;0;0;90;Clouds;overcast clouds;13/05/2014 02:00;265
None;28181;34;0;90;Rain;light rain;13/05/2014 03:00;350
None;28158;0;0;64;Clouds;broken clouds;13/05/2014 04:00;797
None;28144;25;0;90;Rain;light rain;13/05/2014 05:00;2871
None;28109;0;0;90;Clouds;overcast clouds;13/05/2014 06:00;6095
None;28104;0;0;64;Clouds;broken clouds;13/05/2014 07:00;6647
None;28114;0;0;64;Clouds;broken clouds;13/05/2014 08:00;6086
None;28118;25;0;56;Rain;light rain;13/05/2014 09:00;5181
None;28132;0;0;56;Clouds;broken clouds;13/05/2014 10:00;4506
None;281673;0;0;56;Clouds;broken clouds;13/05/2014 11:00;4805
None;284418;0;0;44;Clouds;scattered clouds;13/05/2014 12:00;4929
None;28326;0;0;44;Clouds;scattered clouds;13/05/2014 13:00;5031
None;28359;0;0;44;Clouds;scattered clouds;13/05/2014 14:00;5395
None;28403;25;0;32;Rain;light rain;13/05/2014 15:00;6110
None;2839;0;0;32;Clouds;scattered clouds;13/05/2014 16:00;6908
None;28397;0;0;75;Clouds;broken clouds;13/05/2014 17:00;6766
None;28429;25;0;75;Rain;light rain;13/05/2014 18:00;4817
None;28415;0;0;32;Clouds;scattered clouds;13/05/2014 19:00;3484
None;28344;0;0;32;Clouds;scattered clouds;13/05/2014 20:00;2816
None;281516;0;0;0;Clear;Sky is Clear;13/05/2014 21:00;2413
None;28177;0;0;1;Clear;sky is clear;13/05/2014 22:00;1957
None;28068;25;0;1;Rain;light rain;13/05/2014 23:00;3759
None;27963;0;0;1;Clear;sky is clear;14/05/2014 00:00;1035
None;278388;0;0;0;Clear;Sky is Clear;14/05/2014 01:00;472
None;27822;0;0;1;Clear;sky is clear;14/05/2014 02:00;313
None;276526;0;0;0;Clear;Sky is Clear;14/05/2014 03:00;371
None;2773;0;0;1;Clear;sky is clear;14/05/2014 04:00;825
None;27666;0;0;1;Clear;sky is clear;14/05/2014 05:00;2846
None;27642;0;0;1;Clear;sky is clear;14/05/2014 06:00;6076
None;27778;0;0;0;Clear;Sky is Clear;14/05/2014 07:00;6715
None;28013;0;0;0;Clear;Sky is Clear;14/05/2014 08:00;6228
None;28199;0;0;20;Clouds;few clouds;14/05/2014 09:00;5222
None;284767;0;0;20;Clouds;few clouds;14/05/2014 10:00;4842
None;28577;25;0;40;Rain;light rain;14/05/2014 11:00;4831
None;28668;0;0;20;Clouds;few clouds;14/05/2014 12:00;5103
None;2870;0;0;20;Clouds;few clouds;14/05/2014 13:00;5200
None;28717;0;0;20;Clouds;few clouds;14/05/2014 14:00;5457
None;28753;0;0;75;Clouds;broken clouds;14/05/2014 15:00;6070
None;28781;0;0;40;Clouds;scattered clouds;14/05/2014 16:00;6825
None;2877;0;0;64;Clouds;broken clouds;14/05/2014 17:00;6783
None;28691;0;0;40;Clouds;scattered clouds;14/05/2014 18:00;5125
None;28626;0;0;8;Clear;sky is clear;14/05/2014 19:00;3679
None;2849;0;0;8;Clear;sky is clear;14/05/2014 20:00;3231
None;28346;0;0;40;Clouds;scattered clouds;14/05/2014 21:00;3068
None;28192;0;0;40;Clouds;scattered clouds;14/05/2014 22:00;2257
None;28107;0;0;75;Clouds;broken clouds;14/05/2014 23:00;1222
None;277196;0;0;0;Clear;Sky is Clear;15/05/2014 00:00;721
None;27941;25;0;40;Rain;light rain;15/05/2014 01:00;344
None;27884;25;0;40;Rain;light rain;15/05/2014 02:00;289
None;2780;0;0;90;Clouds;overcast clouds;15/05/2014 03:00;361
None;27782;0;0;90;Clouds;overcast clouds;15/05/2014 04:00;823
None;2776;0;0;90;Clouds;overcast clouds;15/05/2014 05:00;2912
None;27747;0;0;90;Clouds;overcast clouds;15/05/2014 06:00;5978
None;27772;0;0;90;Clouds;overcast clouds;15/05/2014 07:00;6875
None;27864;0;0;56;Clouds;broken clouds;15/05/2014 08:00;6211
None;28023;0;0;1;Clear;sky is clear;15/05/2014 09:00;5670
None;28099;0;0;32;Clouds;scattered clouds;15/05/2014 10:00;4916
None;28092;0;0;32;Clouds;scattered clouds;15/05/2014 11:00;5977
None;28139;0;0;80;Clouds;broken clouds;15/05/2014 12:00;5423
None;282736;0;0;80;Clouds;broken clouds;15/05/2014 13:00;5468
None;28208;0;0;80;Clouds;broken clouds;15/05/2014 14:00;5575
None;28373;0;0;44;Clouds;scattered clouds;15/05/2014 15:00;6224
None;28192;0;0;44;Clouds;scattered clouds;15/05/2014 16:00;6539
None;2818;0;0;44;Clouds;scattered clouds;15/05/2014 17:00;6315
None;282248;0;0;76;Clouds;broken clouds;15/05/2014 18:00;4746
None;28121;0;0;76;Clouds;broken clouds;15/05/2014 19:00;3589
None;28064;0;0;76;Clouds;broken clouds;15/05/2014 20:00;3349
None;28009;25;0;90;Rain;light rain;15/05/2014 21:00;3284
None;27986;0;0;68;Clouds;broken clouds;15/05/2014 22:00;2177
None;280215;0;0;68;Clouds;broken clouds;15/05/2014 23:00;1321
None;27954;0;0;32;Clouds;scattered clouds;16/05/2014 00:00;741
None;27921;0;0;90;Clouds;overcast clouds;16/05/2014 01:00;477
None;27875;0;0;32;Clouds;scattered clouds;16/05/2014 02:00;386
None;27823;0;0;20;Clouds;few clouds;16/05/2014 03:00;499
None;27764;0;0;20;Clouds;few clouds;16/05/2014 04:00;785
None;27748;0;0;8;Clear;sky is clear;16/05/2014 05:00;2732
None;27737;0;0;0;Clear;Sky is Clear;16/05/2014 06:00;5577
None;27827;0;0;0;Clear;Sky is Clear;16/05/2014 07:00;6503
None;27973;0;0;12;Clouds;few clouds;16/05/2014 08:00;5857
None;2808;0;0;90;Clouds;overcast clouds;16/05/2014 09:00;5639
None;28205;0;0;12;Clouds;few clouds;16/05/2014 10:00;4781
None;28215;0;0;40;Clouds;scattered clouds;16/05/2014 11:00;5379
None;2832;0;0;48;Clouds;scattered clouds;16/05/2014 12:00;5669
None;28354;0;0;48;Clouds;scattered clouds;16/05/2014 13:00;5482
None;28406;0;0;48;Clouds;scattered clouds;16/05/2014 14:00;5860
None;2845;0;0;90;Clouds;overcast clouds;16/05/2014 15:00;6154
None;28468;0;0;48;Clouds;scattered clouds;16/05/2014 16:00;6361
None;28506;0;0;48;Clouds;scattered clouds;16/05/2014 17:00;6185
None;28507;0;0;56;Clouds;broken clouds;16/05/2014 18:00;5254
None;28466;0;0;56;Clouds;broken clouds;16/05/2014 19:00;3984
None;28417;0;0;56;Clouds;broken clouds;16/05/2014 20:00;3117
None;2834;0;0;90;Clouds;overcast clouds;16/05/2014 21:00;2984
None;2822;0;0;75;Clouds;broken clouds;16/05/2014 22:00;2897
None;28113;0;0;75;Clouds;broken clouds;16/05/2014 23:00;2282
None;27947;0;0;1;Clear;sky is clear;17/05/2014 00:00;1304
None;27879;0;0;40;Clouds;scattered clouds;17/05/2014 01:00;835
None;27857;0;0;40;Clouds;scattered clouds;17/05/2014 02:00;620
None;2785;0;0;40;Clouds;scattered clouds;17/05/2014 03:00;387
None;27849;0;0;1;Clear;sky is clear;17/05/2014 04:00;431
None;27868;0;0;1;Clear;sky is clear;17/05/2014 05:00;876
None;27866;0;0;1;Clear;sky is clear;17/05/2014 06:00;1725
None;27914;0;0;0;Clear;Sky is Clear;17/05/2014 07:00;2499
None;28163;0;0;1;Clear;sky is clear;17/05/2014 08:00;3545
None;2842;0;0;0;Clear;Sky is Clear;17/05/2014 09:00;4045
None;28677;0;0;0;Clear;Sky is Clear;17/05/2014 10:00;4448
None;28844;0;0;1;Clear;sky is clear;17/05/2014 11:00;4854
None;28976;0;0;1;Clear;sky is clear;17/05/2014 12:00;5295
None;29037;0;0;40;Clouds;scattered clouds;17/05/2014 13:00;5001
None;29083;0;0;0;Haze;haze;17/05/2014 14:00;5308
None;29142;0;0;1;Clear;sky is clear;17/05/2014 15:00;5028
None;29202;0;0;40;Clouds;scattered clouds;17/05/2014 16:00;4893
None;29205;0;0;0;Clear;Sky is Clear;17/05/2014 17:00;4906
None;2920;0;0;75;Clouds;broken clouds;17/05/2014 18:00;4258
None;29158;0;0;75;Clouds;broken clouds;17/05/2014 19:00;3699
None;2908;0;0;0;Clear;Sky is Clear;17/05/2014 20:00;3317
None;28813;0;0;75;Clouds;broken clouds;17/05/2014 21:00;3226
None;28673;0;0;90;Clouds;overcast clouds;17/05/2014 22:00;3061
None;28545;0;0;75;Clouds;broken clouds;17/05/2014 23:00;2473
None;28511;0;0;32;Clouds;scattered clouds;18/05/2014 00:00;1324
None;28499;0;0;1;Clear;sky is clear;18/05/2014 01:00;859
None;28461;0;0;1;Clear;sky is clear;18/05/2014 02:00;614
None;28415;0;0;1;Clear;sky is clear;18/05/2014 03:00;389
None;28367;0;0;1;Clear;sky is clear;18/05/2014 04:00;357
None;28348;0;0;1;Clear;sky is clear;18/05/2014 05:00;595
None;28297;0;0;1;Clear;sky is clear;18/05/2014 06:00;1026
None;28423;0;0;1;Clear;sky is clear;18/05/2014 07:00;1336
None;28609;0;0;1;Clear;sky is clear;18/05/2014 08:00;2217
None;28833;0;0;1;Clear;sky is clear;18/05/2014 09:00;3349
None;29135;0;0;1;Clear;sky is clear;18/05/2014 10:00;4131
None;29287;0;0;1;Clear;sky is clear;18/05/2014 11:00;4351
None;29401;0;0;0;Haze;haze;18/05/2014 12:00;5064
None;29468;0;0;40;Clouds;scattered clouds;18/05/2014 13:00;4879
None;29512;0;0;40;Clouds;scattered clouds;18/05/2014 14:00;4914
None;29519;0;0;1;Clear;sky is clear;18/05/2014 15:00;4786
None;29516;0;0;40;Clouds;scattered clouds;18/05/2014 16:00;4734
None;29516;0;0;75;Clouds;broken clouds;18/05/2014 17:00;4193
None;2951;0;0;0;Clear;Sky is Clear;18/05/2014 18:00;3944
None;29462;0;0;0;Clear;Sky is Clear;18/05/2014 19:00;3457
None;29339;0;0;1;Clear;sky is clear;18/05/2014 20:00;3145
None;29128;0;0;1;Clear;sky is clear;18/05/2014 21:00;2760
None;29055;0;0;1;Clear;sky is clear;18/05/2014 22:00;2002
None;28972;0;0;1;Clear;sky is clear;18/05/2014 23:00;1150
None;28947;0;0;1;Clear;sky is clear;19/05/2014 00:00;585
None;28858;0;0;1;Clear;sky is clear;19/05/2014 01:00;381
None;28836;0;0;40;Clouds;scattered clouds;19/05/2014 02:00;295
None;28807;0;0;75;Clouds;broken clouds;19/05/2014 03:00;402
None;2876;0;0;75;Clouds;broken clouds;19/05/2014 04:00;823
None;28748;0;0;75;Clouds;broken clouds;19/05/2014 05:00;2815
None;28735;0;0;90;Clouds;overcast clouds;19/05/2014 06:00;5814
None;28732;0;0;88;Clouds;overcast clouds;19/05/2014 07:00;5909
None;28713;0;0;90;Rain;light rain;19/05/2014 08:00;6344
None;28713;0;0;90;Drizzle;light intensity drizzle;19/05/2014 08:00;6344
None;28649;0;0;90;Rain;moderate rain;19/05/2014 09:00;4877
None;28614;25;0;92;Rain;moderate rain;19/05/2014 10:00;4295
None;28614;25;0;92;Drizzle;light intensity drizzle;19/05/2014 10:00;4295
None;28614;25;0;92;Thunderstorm;proximity thunderstorm;19/05/2014 10:00;4295
None;28496;445;0;90;Rain;heavy intensity rain;19/05/2014 11:00;4170
None;28496;445;0;90;Thunderstorm;proximity thunderstorm;19/05/2014 11:00;4170
None;28496;445;0;90;Mist;mist;19/05/2014 11:00;4170
None;28449;527;0;92;Rain;heavy intensity rain;19/05/2014 12:00;4463
None;28449;527;0;92;Mist;mist;19/05/2014 12:00;4463
None;28449;527;0;92;Thunderstorm;proximity thunderstorm;19/05/2014 12:00;4463
None;28431;1158;0;92;Rain;heavy intensity rain;19/05/2014 13:00;4388
None;28431;1158;0;92;Thunderstorm;proximity thunderstorm;19/05/2014 13:00;4388
None;28431;1158;0;92;Mist;mist;19/05/2014 13:00;4388
None;2843;702;0;90;Rain;heavy intensity rain;19/05/2014 14:00;4922
None;2843;702;0;90;Thunderstorm;proximity thunderstorm;19/05/2014 14:00;4922
None;2843;702;0;90;Mist;mist;19/05/2014 14:00;4922
None;28437;308;0;92;Rain;moderate rain;19/05/2014 15:00;5461
None;28437;308;0;92;Thunderstorm;proximity thunderstorm;19/05/2014 15:00;5461
None;28437;308;0;92;Mist;mist;19/05/2014 15:00;5461
None;28432;198;0;90;Rain;moderate rain;19/05/2014 16:00;6215
None;28432;198;0;90;Mist;mist;19/05/2014 16:00;6215
None;28432;198;0;90;Thunderstorm;proximity thunderstorm;19/05/2014 16:00;6215
None;28433;147;0;90;Rain;moderate rain;19/05/2014 17:00;5794
None;28436;104;0;92;Rain;moderate rain;19/05/2014 18:00;4123
None;28436;104;0;92;Mist;mist;19/05/2014 18:00;4123
None;28466;44;0;92;Rain;moderate rain;19/05/2014 19:00;2923
None;28466;44;0;92;Mist;mist;19/05/2014 19:00;2923
None;28466;44;0;92;Drizzle;drizzle;19/05/2014 19:00;2923
None;28482;133;0;90;Rain;moderate rain;19/05/2014 20:00;2527
None;28482;133;0;90;Mist;mist;19/05/2014 20:00;2527
None;28482;133;0;90;Drizzle;drizzle;19/05/2014 20:00;2527
None;28495;47;0;68;Rain;moderate rain;19/05/2014 21:00;2404
None;28495;47;0;68;Drizzle;light intensity drizzle;19/05/2014 21:00;2404
None;28495;47;0;68;Mist;mist;19/05/2014 21:00;2404
None;2851;9;0;90;Rain;light rain;19/05/2014 22:00;1522
None;2851;9;0;90;Mist;mist;19/05/2014 22:00;1522
None;2851;9;0;90;Drizzle;light intensity drizzle;19/05/2014 22:00;1522
None;28528;64;0;90;Rain;light rain;19/05/2014 23:00;937
None;28528;64;0;90;Mist;mist;19/05/2014 23:00;937
None;28523;51;0;90;Rain;light rain;20/05/2014 00:00;547
None;28523;51;0;90;Mist;mist;20/05/2014 00:00;547
None;28519;25;0;75;Rain;light rain;20/05/2014 01:00;320
None;28519;25;0;75;Mist;mist;20/05/2014 01:00;320
None;28468;64;0;1;Rain;light rain;20/05/2014 02:00;255
None;28468;64;0;1;Mist;mist;20/05/2014 02:00;255
None;28443;25;0;75;Rain;light rain;20/05/2014 03:00;353
None;28443;25;0;75;Mist;mist;20/05/2014 03:00;353
None;28443;25;0;75;Fog;fog;20/05/2014 03:00;353
None;28405;25;0;1;Rain;light rain;20/05/2014 04:00;807
None;28405;25;0;1;Mist;mist;20/05/2014 04:00;807
None;28379;64;0;0;Rain;light rain;20/05/2014 05:00;2917
None;28379;64;0;0;Mist;mist;20/05/2014 05:00;2917
None;28379;64;0;0;Fog;fog;20/05/2014 05:00;2917
None;28403;76;0;90;Rain;light rain;20/05/2014 06:00;5874
None;28403;76;0;90;Mist;mist;20/05/2014 06:00;5874
None;28403;76;0;90;Fog;fog;20/05/2014 06:00;5874
None;28461;51;0;90;Rain;light rain;20/05/2014 07:00;6885
None;28461;51;0;90;Mist;mist;20/05/2014 07:00;6885
None;28461;51;0;90;Fog;fog;20/05/2014 07:00;6885
None;28545;76;0;90;Rain;light rain;20/05/2014 08:00;6182
None;28545;76;0;90;Mist;mist;20/05/2014 08:00;6182
None;28545;76;0;90;Fog;fog;20/05/2014 08:00;6182
None;28634;25;0;90;Rain;light rain;20/05/2014 09:00;5181
None;28634;25;0;90;Mist;mist;20/05/2014 09:00;5181
None;28749;38;0;92;Rain;light rain;20/05/2014 10:00;4614
None;28749;38;0;92;Mist;mist;20/05/2014 10:00;4614
None;28966;51;0;92;Rain;light rain;20/05/2014 11:00;4861
None;28966;51;0;92;Haze;haze;20/05/2014 11:00;4861
None;28966;51;0;92;Mist;mist;20/05/2014 11:00;4861
None;29156;25;0;40;Rain;light rain;20/05/2014 12:00;4945
None;29156;25;0;40;Haze;haze;20/05/2014 12:00;4945
None;29286;0;0;1;Haze;haze;20/05/2014 13:00;5224
None;29409;25;0;92;Rain;light rain;20/05/2014 14:00;5523
None;29409;25;0;92;Haze;haze;20/05/2014 14:00;5523
None;29583;0;0;1;Clear;sky is clear;20/05/2014 15:00;6021
None;29733;0;0;1;Clear;sky is clear;20/05/2014 16:00;6689
None;29829;0;0;1;Clear;sky is clear;20/05/2014 17:00;6165
None;29733;25;0;40;Rain;light rain;20/05/2014 18:00;4573
None;29706;0;0;92;Clouds;overcast clouds;20/05/2014 19:00;3501
None;29578;0;0;92;Clouds;overcast clouds;20/05/2014 20:00;3309
None;29353;0;0;1;Haze;haze;20/05/2014 21:00;2822
None;29206;0;0;1;Clear;sky is clear;20/05/2014 22:00;1926
None;29108;0;0;1;Mist;mist;20/05/2014 23:00;2504
None;29002;0;0;0;Mist;mist;21/05/2014 00:00;851
None;28951;25;0;1;Rain;light rain;21/05/2014 01:00;474
None;28951;25;0;1;Mist;mist;21/05/2014 01:00;474
None;28894;0;0;0;Clear;Sky is Clear;21/05/2014 02:00;370
None;28693;0;0;1;Clear;sky is clear;21/05/2014 04:00;806
None;28633;0;0;1;Clear;sky is clear;21/05/2014 05:00;2971
None;28485;0;0;1;Clear;sky is clear;21/05/2014 06:00;5917
None;28606;0;0;90;Clouds;overcast clouds;21/05/2014 07:00;6671
None;28615;0;0;75;Clouds;broken clouds;21/05/2014 08:00;6161
None;2866;0;0;90;Clouds;overcast clouds;21/05/2014 09:00;5408
None;28736;0;0;0;Clear;Sky is Clear;21/05/2014 10:00;4584
None;28727;0;0;75;Clouds;broken clouds;21/05/2014 11:00;4878
None;2889;0;0;75;Clouds;broken clouds;21/05/2014 12:00;5004
None;28966;0;0;75;Clouds;broken clouds;21/05/2014 13:00;4979
None;28979;0;0;24;Clouds;few clouds;21/05/2014 14:00;5391
None;2908;0;0;75;Clouds;broken clouds;21/05/2014 15:00;5791
None;29111;0;0;40;Clouds;scattered clouds;21/05/2014 16:00;6701
None;29128;0;0;1;Clear;sky is clear;21/05/2014 17:00;6205
None;29092;0;0;1;Clear;sky is clear;21/05/2014 18:00;4636
None;29077;0;0;0;Clear;Sky is Clear;21/05/2014 19:00;3319
None;28989;0;0;0;Clear;Sky is Clear;21/05/2014 20:00;3034
None;28794;0;0;1;Clear;sky is clear;21/05/2014 21:00;2719
None;28645;0;0;1;Clear;sky is clear;21/05/2014 22:00;1879
None;28526;0;0;1;Clear;sky is clear;21/05/2014 23:00;1089
None;28439;0;0;1;Clear;sky is clear;22/05/2014 00:00;656
None;28335;0;0;1;Clear;sky is clear;22/05/2014 01:00;384
None;28303;0;0;0;Clear;Sky is Clear;22/05/2014 02:00;304
None;28195;0;0;1;Clear;sky is clear;22/05/2014 03:00;394
None;28146;0;0;1;Clear;sky is clear;22/05/2014 04:00;781
None;28148;0;0;1;Clear;sky is clear;22/05/2014 05:00;2944
None;28152;0;0;1;Clear;sky is clear;22/05/2014 06:00;5850
None;28302;0;0;0;Clear;Sky is Clear;22/05/2014 07:00;6547
None;28315;0;0;1;Clear;sky is clear;22/05/2014 08:00;6177
None;28615;0;0;1;Clear;sky is clear;22/05/2014 09:00;5290
None;2874;0;0;75;Clouds;broken clouds;22/05/2014 10:00;4676
None;28766;0;0;40;Clouds;scattered clouds;22/05/2014 11:00;4977
None;29032;0;0;0;Clear;Sky is Clear;22/05/2014 12:00;5032
None;2909;0;0;1;Clear;sky is clear;22/05/2014 13:00;5199
